show_id,title,director,rating,type,date_added,release_year,description
s2668,He Never Died,Jason Krawczyk,R,Movie,2016-03-18,2015,A reclusive immortal who needs human flesh but tries to stay clean finds himself cast back into society by a gang of thugs and his estranged daughter.
s2669,He's Out There,Quinn Lasher,R,Movie,2019-01-12,2018,"While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath."
s2670,Head Count,Elle Callahan,TV-MA,Movie,2019-09-13,2018,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
s2671,Head On,Ana Kokkinos,TV-MA,Movie,2018-08-25,1998,"This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey."
s2672,Headshot,"Timo Tjahjanto, Kimo Stamboel",TV-MA,Movie,2017-06-03,2016,"When a young man wakes from a coma, memories of brutal violence begin to surface, putting his life – and that of his doctor – in jeopardy."
s2674,Headwinds,Jalil Lespert,TV-MA,Movie,2017-01-01,2011,"After his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on."
s2675,Heal,Kelly Noonan,TV-14,Movie,2019-02-01,2017,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health."
s2678,Heartbreakers,David Mirkin,PG-13,Movie,2019-12-31,2001,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it."
s2680,Heartthrob,Chris Sivertson,TV-MA,Movie,2018-01-01,2017,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones."
s2681,Heaven Without People,Lucien Bourjeily,TV-MA,Movie,2020-05-15,2017,"From long resentments to deep secrets, an overdue family reunion erupts with drama when the matriarch makes a disturbing discovery."
s2684,Hedgehogs,Huang Jianming,PG,Movie,2019-04-01,2016,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat."
s2687,Helios,"Leung Lok Man, Luk Kim-ching",TV-14,Movie,2018-12-01,2015,"When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device."
s2689,Hell and Back,"Tom Gianas, Ross R. Shuman",R,Movie,2018-09-06,2015,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld."
s2691,Hell or High Water,David Mackenzie,R,Movie,2019-01-01,2016,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit."
s2692,Hellboy,Guillermo del Toro,PG-13,Movie,2018-12-01,2004,"This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who''s put on Earth by the Nazis to terrorize the rest of the world."
s2693,Hello Brother,Sohail Khan,TV-14,Movie,2021-01-04,1999,"After receiving a heart transplant from a murdered man, a cop is followed around by the victim’s ghost, who won’t rest until his death has been avenged."
s2695,"Hello, Love, Goodbye",Cathy Garcia-Molina,TV-14,Movie,2020-12-24,2019,"In Hong Kong, the lives of two overseas Filipino workers intertwine as they navigate daily duties, career aspirations and romantic possibilities."
s2697,"Hello, Privilege. It''s Me, Chelsea",Alex Stapleton,TV-MA,Movie,2019-09-13,2019,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career."
s2698,Hemlock Grove,Eli Roth,TV-MA,TV Show,2015-10-23,2015,"Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight."
s2699,Heneral Luna,Jerrold Tarog,R,Movie,2018-10-31,2015,Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.
s2701,Her,Spike Jonze,R,Movie,2018-07-29,2013,Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.
s2703,Her Only Choice,Christel Gibson,TV-14,Movie,2019-05-02,2018,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.
s2704,Hera Pheri,Prakash Mehra,TV-14,Movie,2019-12-31,1976,The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.
s2705,Here Alone,Rod Blackhurst,TV-MA,Movie,2017-07-01,2016,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions."
s2707,Heritages,Philippe Aractingi,TV-14,Movie,2020-10-19,2014,"After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation''s history."
s2708,Hero,Corey Yuen,TV-MA,Movie,2018-08-01,1997,"A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine."
s2710,Heroes Wanted,Joaquín Mazón,TV-MA,Movie,2017-02-01,2016,"When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?"
s2712,Heroine,Madhur Bhandarkar,TV-MA,Movie,2018-11-01,2012,One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life.
s2714,Hey Arnold! The Jungle Movie,"Raymie Muzquiz, Stu Livingston",TV-PG,Movie,2019-11-02,2017,"When Arnold and his crew win a trip to San Lorenzo, their adventure in the wild forces them to take the same risky path as Arnold''s missing parents."
s2718,Hickok,Timothy Woodward Jr.,TV-MA,Movie,2020-07-24,2017,"While serving as the marshal of rowdy Abilene, Kansas, Wild Bill Hickok uses guns and gall to tidy up the lawless frontier town."
s2719,Hidden in Plain Sight,Stacia Crawford,TV-14,Movie,2020-10-30,2019,A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.
s2722,Hide & Seek,Shawn Arranha,TV-14,Movie,2018-03-01,2010,"Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek."
s2723,Hide and Seek,Liu Jie,TV-14,Movie,2017-08-19,2016,"While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime."
s2724,High & Low The Movie,Shigeaki Kubo,TV-MA,Movie,2020-09-20,2016,The five rival gangs ruling the SWORD district unite to face off against a 500-member strong attack led by a legendary gang leader.
s2725,High & Low The Movie 2 / End of Sky,"Shigeaki Kubo, Tsuyoshi Nakakuki",TV-MA,Movie,2020-09-20,2017,"The peaceful truce in the SWORD district is violently disrupted by the intrusion of two brutal gangs, causing loyalties and rivalries to erupt."
s2726,High & Low The Movie 3 / Final Mission,"Shigeaki Kubo, Tsuyoshi Nakakuki",TV-MA,Movie,2020-09-20,2017,"The Kuryu Group makes it their mission to takeover the SWORD district once and for all, but the street gang alliance has a plan of their own."
s2727,High & Low The Red Rain,Yudai Yamaguchi,TV-MA,Movie,2020-09-20,2016,"As the two younger Amamiya boys search for their missing big brother, they uncover the truth about the tragedy that befell their family years ago."
s2729,High End Yaariyan,Pankaj Batra,TV-14,Movie,2019-12-01,2019,"From romantic pursuits to their friendship, a trio of young men navigate the complexities of relationships while sharing a London apartment."
s2730,High Flying Bird,Steven Soderbergh,TV-MA,Movie,2019-02-08,2019,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league''s power structure."
s2734,High Society,Byun Hyuk,TV-MA,Movie,2019-01-29,2018,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
s2735,High Strung Free Dance,Michael Damian,TV-14,Movie,2020-05-31,2019,A choreographer casts a contemporary dancer and a gifted pianist for a highly anticipated Broadway show as internal drama tries to steal the spotlight.
s2738,Highway,Imtiaz Ali,TV-14,Movie,2018-08-02,2014,"City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated."
s2743,Hillbilly Elegy,Ron Howard,R,Movie,2020-11-24,2020,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future."
s2744,Himmatwala,Sajid Khan,TV-14,Movie,2018-11-01,2013,A young man returns to his native village on a mission of vengeance after his father commits suicide in the wake of false accusations.
s2747,Hiroshima: The Real History,Lucy van Beek,TV-PG,Movie,2017-03-31,2015,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.
s2748,His House,Remi Weekes,TV-14,Movie,2020-10-30,2020,"As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home."
s2749,Hisss,Jennifer Lynch,TV-MA,Movie,2017-12-01,2010,"In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover."
s2753,History of Joy,Vishnu Govindhan,TV-14,Movie,2018-08-01,2017,The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.
s2756,Hit & Run,"David Palmer, Dax Shepard",R,Movie,2019-11-08,2012,"Determined to get his fiancée to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her."
s2757,Hitch,Andy Tennant,PG-13,Movie,2020-01-01,2005,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he''s thrown when a lovely reporter starts nosing around his business."
s2762,Hjørdis,Lars Kaalund,TV-MA,TV Show,2019-02-15,2015,This miniseries spinoff of Rita follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students.
s2763,Ho Mann Jahaan,Asim Raza,TV-PG,Movie,2017-07-01,2015,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations."
s2765,Hoff the Record,Gordon Anderson,TV-MA,TV Show,2017-03-31,2016,"TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails."
s2767,Hokkabaz,"Ali Taner Baltacı, Cem Yılmaz",TV-MA,Movie,2017-03-10,2006,"Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well."
s2768,Hold the Dark,Jeremy Saulnier,TV-MA,Movie,2018-09-28,2018,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery."
s2769,Holding the Man,Neil Armfield,TV-MA,Movie,2016-08-01,2015,"In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way."
s2770,Hole in the Wall,"André Odendaal, Johan Vorster",TV-MA,Movie,2020-07-11,2016,"Diagnosed with colon cancer, a free-spirited man embarks on an illuminating road trip with his son through South Africa."
s2771,Holidate,John Whitesell,TV-MA,Movie,2020-10-28,2020,"Fed up with being single on holidays, two strangers agree to be each other''s platonic plus-ones all year long, only to catch real feelings along the way."
s2773,Holiday in the Wild,Ernie Barbarash,TV-PG,Movie,2019-11-01,2019,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose – and potential romance."
s2774,Holiday Rush,Leslie Small,TV-PG,Movie,2019-11-28,2019,A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.
s2776,Holidays,"Anthony Scott Burns, Nicholas McCarthy, Adam Egypt Mortimer, Gary Shore, Kevin Smith, Sarah Adina Smith, Scott Stewart, Kevin Kolsch, Dennis Widmyer",TV-MA,Movie,2016-07-15,2016,"Eight gleefully grim short tales set on Halloween, Mother''s Day, St. Patrick''s Day and other holidays comprise this chilling horror anthology."
s2777,Holly Star,Michael A. Nickles,PG,Movie,2019-11-01,2018,"Home for the holidays, a broke puppeteer knows there’s treasure buried somewhere under her town. To find it, all she has to do is die – almost."
